臺北市地方總預算案,,,,,,,,
科目,,,,本年度預算數,上年度預算數,前年度決算數,"本  年 度 與
上年度比較",
款,項,目,名稱及編號,,,,,
,,,　　130100,,,,,
 3,   6, 1,　　一般行政,"42,005,073","42,255,809","41,072,025","-250,736",
,,,,,,,,
,,,　　132800,,,,,
,, 2,　　區政業務,"124,202,634","126,488,759","123,024,273","-2,286,125",
,,,,,,,,
,,,　　133900,,,,,
,, 3,　　接受補助業務支出,"448,500","448,500","448,500",0,
,,,,,,,,
,,,　　137100,,,,,
,, 4,　　建築及設備,"38,601,218","9,818,578","2,900,081","28,782,640",
,,,,,,,,
,,,　　134100,,,,,
,, 5,　　第一預備金,"800,000","800,000",-,0,
,,,,,,,,
,,,　　137500,,,,,
,, 6,　　道路橋樑工程,-,"29,874,761","28,540,523","-29,874,761",
,,,,,,,,
,,,　02126,,,,,
,   7,,　大同區公所,"167,901,264","184,123,753","168,941,579","-16,222,489",
,,,,,,,,
,,,　　130100,,,,,
,, 1,　　一般行政,"51,833,411","47,906,275","41,288,948","3,927,136",
,,,,,,,,
,,,　　132800,,,,,
,, 2,　　區政業務,"99,444,494","102,013,387","105,817,141","-2,568,893",
,,,,,,,,
,,,　　133900,,,,,
,, 3,　　接受補助業務支出,"3,421,635","448,500","448,500","2,973,135",
,,,,,,,,
,,,　　137100,,,,,
,, 4,　　建築及設備,"12,401,724","11,846,070","1,858,941","555,654",
,,,,,,,,
,,,　　134100,,,,,
,, 5,　　第一預備金,"800,000","800,000",-,0,
,,,,,,,,
,,,　　137500,,,,,
,, 6,　　道路橋樑工程,-,"21,109,521","19,528,049","-21,109,521",
,,,,,,,,
,,,　02127,,,,,
,   8,,　萬華區公所,"223,616,395","251,690,028","256,188,808","-28,073,633",
,,,,,,,,
,,,　　130100,,,,,
,, 1,　　一般行政,"67,720,203","60,133,389","57,684,217","7,586,814",
,,,,,,,,
,,,　　132800,,,,,
,, 2,　　區政業務,"142,503,839","143,594,692","136,503,980","-1,090,853",
,,,,,,,,
,,,　　133900,,,,,
,, 3,　　接受補助業務支出,"448,500","448,500","448,500",0,
,,,,,,,,
,,,　　137100,,,,,
,, 4,　　建築及設備,"12,143,853","19,188,345","39,244,655","-7,044,492",
,,,,,,,,
臺北市地方總預算案,,,,,,,,
　　　　　　　　　,,,,,,,,
歲出政事別預算表,,,,,,,,
　　　　　　　　　　　,,,,,,,,
中華民國105年度,,,,,,,,
科目,,,,本年度預算數,上年度預算數,前年度決算數,"本  年 度 與
上年度比較",
款,項,目,名稱及編號,,,,,
,,,　　134100,,,,,
 3,   8, 5,　　第一預備金,"800,000","800,000",-,0,
,,,,,,,,
,,,　　137500,,,,,
,, 6,　　道路橋樑工程,-,"27,525,102","22,307,456","-27,525,102",
,,,,,,,,
,,,　02128,,,,,
,   9,,　文山區公所,"239,623,496","302,672,003","284,851,847","-63,048,507",
,,,,,,,,
,,,　　130100,,,,,
,, 1,　　一般行政,"52,758,857","52,470,826","52,129,533","288,031",
,,,,,,,,
,,,　　132800,,,,,
,, 2,　　區政業務,"174,966,220","176,504,407","171,830,421","-1,538,187",
,,,,,,,,
,,,　　133900,,,,,
,, 3,　　接受補助業務支出,"448,500","448,500","448,500",0,
,,,,,,,,
,,,　　137100,,,,,
,, 4,　　建築及設備,"10,649,919","36,863,202","16,476,136","-26,213,283",
,,,,,,,,
,,,　　134100,,,,,
,, 5,　　第一預備金,"800,000","800,000",-,0,
,,,,,,,,
,,,　　137500,,,,,
,, 6,　　道路橋樑工程,-,"35,585,068","43,967,257","-35,585,068",
,,,,,,,,
,,,　02129,,,,,
,  10,,　南港區公所,"153,120,127","201,010,061","169,067,342","-47,889,934",
,,,,,,,,
,,,　　130100,,,,,
,, 1,　　一般行政,"44,920,756","42,093,785","41,958,719","2,826,971",
,,,,,,,,
,,,　　132800,,,,,
,, 2,　　區政業務,"92,680,106","95,027,969","92,121,622","-2,347,863",
,,,,,,,,
,,,　　133900,,,,,
,, 3,　　接受補助業務支出,"1,424,590","448,500","448,500","976,090",
,,,,,,,,
,,,　　137100,,,,,
,, 4,　　建築及設備,"13,294,675","43,647,868","16,486,219","-30,353,193",
,,,,,,,,
,,,　　134100,,,,,
,, 5,　　第一預備金,"800,000","800,000",-,0,
,,,,,,,,
,,,　　137500,,,,,
,, 6,　　道路橋樑工程,-,"18,991,939","18,052,282","-18,991,939",
,,,,,,,,
,,,　02130,,,,,
,  11,,　內湖區公所,"231,402,292","279,235,202","264,380,521","-47,832,910",
,,,,,,,,
,,,　　130100,,,,,
,, 1,　　一般行政,"50,082,129","48,978,633","47,462,725","1,103,496",
,,,,,,,,
臺北市地方總預算案,,,,,,,,
　　　　　　　　　,,,,,,,,
歲出政事別預算表,,,,,,,,
　　　　　　　　　　　,,,,,,,,
中華民國105年度,,,,,,,,
科目,,,,本年度預算數,上年度預算數,前年度決算數,"本  年 度 與
上年度比較",
款,項,目,名稱及編號,,,,,
,,,　　132800,,,,,
 3,  11, 2,　　區政業務,"166,084,397","168,524,254","161,987,382","-2,439,857",
,,,,,,,,
,,,　　133900,,,,,
,, 3,　　接受補助業務支出,"5,948,967","448,500","398,268","5,500,467",
,,,,,,,,
,,,　　137100,,,,,
,, 4,　　建築及設備,"8,486,799","11,462,360","3,900,750","-2,975,561",
,,,,,,,,
,,,　　134100,,,,,
,, 5,　　第一預備金,"800,000","800,000",-,0,
,,,,,,,,
,,,　　137500,,,,,
,, 6,　　道路橋樑工程,-,"49,021,455","50,631,396","-49,021,455",
,,,,,,,,
,,,　02131,,,,,
,  12,,　士林區公所,"255,883,600","319,579,347","313,410,074","-63,695,747",
,,,,,,,,
,,,　　130100,,,,,
,, 1,　　一般行政,"53,052,237","52,795,979","55,232,708","256,258",
,,,,,,,,
,,,　　132800,,,,,
,, 2,　　區政業務,"196,147,390","197,697,227","194,894,378","-1,549,837",
,,,,,,,,
,,,　　133900,,,,,
,, 3,　　接受補助業務支出,"448,500","448,500","422,015",0,
,,,,,,,,
,,,　　137100,,,,,
,, 4,　　建築及設備,"5,435,473","11,600,761","10,469,348","-6,165,288",
,,,,,,,,
,,,　　134100,,,,,
,, 5,　　第一預備金,"800,000","800,000",-,0,
,,,,,,,,
,,,　　137500,,,,,
,, 6,　　道路橋樑工程,-,"56,236,880","52,391,625","-56,236,880",
,,,,,,,,
,,,　02132,,,,,
,  13,,　北投區公所,"229,544,514","277,646,816","264,182,559","-48,102,302",
,,,,,,,,
,,,　　130100,,,,,
,, 1,　　一般行政,"51,026,220","51,061,048","50,599,640","-34,828",
,,,,,,,,
,,,　　132800,,,,,
,, 2,　　區政業務,"166,776,593","165,516,785","159,605,901","1,259,808",
,,,,,,,,
,,,　　133900,,,,,
,, 3,　　接受補助業務支出,"448,500","448,500","448,500",0,
,,,,,,,,
,,,　　137100,,,,,
,, 4,　　建築及設備,"10,493,201","14,136,329","9,142,381","-3,643,128",
,,,,,,,,
,,,　　134100,,,,,
,, 5,　　第一預備金,"800,000","800,000",-,0,
,,,,,,,,
臺北市地方總預算案,,,,,,,,
　　　　　　　　　,,,,,,,,
歲出政事別預算表,,,,,,,,
　　　　　　　　　　　,,,,,,,,
中華民國105年度,,,,,,,,
科目,,,,本年度預算數,上年度預算數,前年度決算數,"本  年 度 與
上年度比較",
款,項,目,名稱及編號,,,,,
,,,　　137500,,,,,
 3,  13, 6,　　道路橋樑工程,-,"45,684,154","44,386,137","-45,684,154",
,,,,,,,,
,,,　03101,,,,,
,  14,,　民政局,"956,025,938","977,199,223","1,201,410,208","-21,173,285",
,,,,,,,,
,,,　　130100,,,,,
,, 1,　　一般行政,"86,038,556","82,192,364","81,762,766","3,846,192",
,,,,,,,,
,,,　　130200,,,,,
,, 2,　　區里行政,"13,502,707","14,008,735","13,827,105","-506,028",
,,,,,,,,
,,,　　130300,,,,,
,, 3,　　自治業務,"170,255,108","158,742,952","395,509,984","11,512,156",
,,,,,,,,
,,,　　133200,,,,,
,, 5,　　戶政業務,"44,575,508","61,088,088","56,802,754","-16,512,580",
,,,,,,,,
,,,　　130600,,,,,
,, 6,　　人口行政,"601,373,346","579,122,764","583,937,939","22,250,582",
,,,,,,,,
,,,　　137100,,,,,
,, 7,　　建築及設備,"33,280,713","75,044,320","66,059,660","-41,763,607",
,,,,,,,,
,,,　　134100,,,,,
,, 8,　　第一預備金,"7,000,000","7,000,000",-,0,
,,,,,,,,
,,,　　133900,,,,,
,, 9,　　接受補助業務支出,-,-,"3,510,000",-,
,,,,,,,,
,,,　03111,,,,,
,  15,,　松山區戶政事務所,"63,003,960","67,922,150","60,822,503","-4,918,190",
,,,,,,,,
,,,　　130100,,,,,
,, 1,　　一般行政,"10,647,482","9,203,067","8,714,282","1,444,415",
,,,,,,,,
,,,　　133200,,,,,
,, 2,　　戶政業務,"51,511,847","51,598,896","50,871,498","-87,049",
,,,,,,,,
,,,　　137100,,,,,
,, 3,　　建築及設備,"844,631","7,120,187","1,236,723","-6,275,556",
,,,,,,,,
,,,　03112,,,,,
,  16,,　信義區戶政事務所,"68,986,812","66,855,236","67,785,584","2,131,576",
,,,,,,,,
,,,　　130100,,,,,
,, 1,　　一般行政,"8,552,073","8,477,562","9,231,933","74,511",
,,,,,,,,
,,,　　133200,,,,,
,, 2,　　戶政業務,"58,245,510","58,030,598","57,639,765","214,912",
,,,,,,,,
,,,　　137100,,,,,
,, 3,　　建築及設備,"2,189,229","347,076","913,886","1,842,153",
,,,,,,,,
臺北市地方總預算案,,,,,,,,
　　　　　　　　　,,,,,,,,
歲出政事別預算表,,,,,,,,
　　　　　　　　　　　,,,,,,,,
中華民國105年度,,,,,,,,
科目,,,,本年度預算數,上年度預算數,前年度決算數,"本  年 度 與
上年度比較",
款,項,目,名稱及編號,,,,,
,,,　03113,,,,,
 3,  17,,　大安區戶政事務所,"93,158,103","94,063,581","92,656,695","-905,478",
,,,,,,,,
,,,　　130100,,,,,
,, 1,　　一般行政,"11,924,415","13,000,537","11,401,884","-1,076,122",
,,,,,,,,
,,,　　133200,,,,,
,, 2,　　戶政業務,"80,389,788","80,327,654","79,791,391","62,134",
,,,,,,,,
,,,　　137100,,,,,
,, 3,　　建築及設備,"843,900","735,390","1,463,420","108,510",
,,,,,,,,
,,,　03114,,,,,
,  18,,　中山區戶政事務所,"70,388,900","68,007,434","69,273,855","2,381,466",
,,,,,,,,
,,,　　130100,,,,,
,, 1,　　一般行政,"10,794,019","8,683,066","9,307,688","2,110,953",
,,,,,,,,
,,,　　133200,,,,,
,, 2,　　戶政業務,"58,543,687","58,540,687","58,224,326","3,000",
,,,,,,,,
,,,　　137100,,,,,
,, 3,　　建築及設備,"1,051,194","783,681","1,741,841","267,513",
,,,,,,,,
,,,　03115,,,,,
,  19,,　中正區戶政事務所,"80,984,847","55,052,448","54,641,665","25,932,399",
,,,,,,,,
,,,　　130100,,,,,
,, 1,　　一般行政,"9,368,885","7,417,002","7,190,656","1,951,883",
,,,,,,,,
,,,　　133200,,,,,
,, 2,　　戶政業務,"46,925,136","46,931,645","46,412,483","-6,509",
,,,,,,,,
,,,　　137100,,,,,
,, 3,　　建築及設備,"24,690,826","703,801","1,038,526","23,987,025",
,,,,,,,,
,,,　03116,,,,,
,  20,,　大同區戶政事務所,"47,779,247","55,095,738","44,141,358","-7,316,491",
,,,,,,,,
,,,　　130100,,,,,
,, 1,　　一般行政,"11,588,374","7,940,733","7,759,120","3,647,641",
,,,,,,,,
,,,　　133200,,,,,
,, 2,　　戶政業務,"35,568,018","35,470,789","35,203,587","97,229",
,,,,,,,,
,,,　　137100,,,,,
,, 3,　　建築及設備,"622,855","11,684,216","1,178,651","-11,061,361",
,,,,,,,,
,,,　03121,,,,,
,  21,,　南港區戶政事務所,"39,091,950","38,452,142","38,532,677","639,808",
,,,,,,,,
,,,　　130100,,,,,
,, 1,　　一般行政,"7,115,001","6,035,106","5,819,403","1,079,895",
,,,,,,,,
臺北市地方總預算案,,,,,,,,
　　　　　　　　　,,,,,,,,
歲出政事別預算表,,,,,,,,
　　　　　　　　　　　,,,,,,,,
中華民國105年度,,,,,,,,
科目,,,,本年度預算數,上年度預算數,前年度決算數,"本  年 度 與
上年度比較",
款,項,目,名稱及編號,,,,,
,,,　　133200,,,,,
 3,  21, 2,　　戶政業務,"31,339,204","31,284,266","31,063,831","54,938",
,,,,,,,,
,,,　　137100,,,,,
,, 3,　　建築及設備,"637,745","1,132,770","1,649,443","-495,025",
,,,,,,,,
,,,　03122,,,,,
,  22,,　內湖區戶政事務所,"62,755,012","61,605,147","61,231,833","1,149,865",
,,,,,,,,
,,,　　130100,,,,,
,, 1,　　一般行政,"9,053,563","8,914,325","7,794,813","139,238",
,,,,,,,,
,,,　　133200,,,,,
,, 2,　　戶政業務,"52,296,732","52,056,412","51,526,828","240,320",
,,,,,,,,
,,,　　137100,,,,,
,, 3,　　建築及設備,"1,404,717","634,410","1,910,192","770,307",
,,,,,,,,
,,,　03123,,,,,
,  23,,　士林區戶政事務所,"77,209,834","76,801,034","76,609,647","408,800",
,,,,,,,,
,,,　　130100,,,,,
,, 1,　　一般行政,"7,838,396","7,657,679","7,464,259","180,717",
